,club,league,age,BMI,nationality,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rw,rb,st,lw,cf,cam,cm,cdm,cb,lb,gk,y
10159,319,15,26.19178082191781,22.571047501795423,155,77,72,55,68,76,39,50,1,3,2,1,1,2,62,48,47,73,50,77,66,59,60,73,77,67,82,64,81,49,63,67,41,73,47,33,71,73,57,38,42,36,9,14,15,14,16,70.0,53.0,61.0,70.0,68.0,71.0,66.0,54.0,45.0,53.0,,120.0
10160,509,31,29.767123287671232,22.839506172839506,111,67,80,60,48,63,26,67,1,3,3,1,0,1,48,62,59,55,56,61,41,36,30,61,80,80,76,54,72,64,69,71,73,52,45,26,64,52,57,24,14,30,14,6,7,16,16,61.0,45.0,63.0,61.0,61.0,59.0,51.0,41.0,40.0,45.0,,57.5
10161,290,31,29.254794520547946,24.0493435943866,111,68,57,34,41,46,64,73,1,2,2,1,1,1,26,32,70,52,24,40,29,25,46,50,55,59,53,52,56,41,74,69,80,25,62,56,60,40,34,64,66,65,15,14,15,12,11,45.0,57.0,50.0,45.0,47.0,47.0,49.0,57.0,64.0,57.0,,57.5
10162,578,35,32.5972602739726,22.126197417742606,149,74,63,36,50,43,74,83,1,2,3,1,2,1,35,31,80,57,46,37,36,27,64,52,55,69,44,59,32,47,85,76,91,35,70,71,35,49,30,74,73,75,14,13,10,16,14,46.0,65.0,50.0,46.0,47.0,48.0,55.0,66.0,73.0,65.0,,460.0
10163,187,24,29.827397260273973,20.897959183673468,51,68,73,54,65,68,43,68,1,3,3,1,1,2,68,52,49,68,36,69,49,45,62,67,74,72,67,61,78,62,65,86,65,54,55,55,69,68,42,34,42,43,5,6,13,7,14,66.0,58.0,61.0,66.0,65.0,66.0,65.0,58.0,51.0,58.0,,77.5
10164,439,18,21.161643835616438,21.461936624163616,65,66,65,50,40,52,16,45,1,2,3,1,1,2,28,55,41,45,38,51,39,29,33,49,69,62,62,45,72,50,54,55,45,42,31,15,41,53,61,10,15,18,9,6,6,7,12,49.0,33.0,49.0,49.0,50.0,49.0,43.0,32.0,28.0,33.0,,6.0
10165,534,32,31.854794520547944,25.464010864644635,120,69,83,66,46,65,34,76,1,3,3,1,1,1,39,70,56,50,49,65,59,41,41,67,81,84,60,69,51,71,59,74,90,62,48,38,66,46,42,27,32,29,11,15,9,15,14,63.0,50.0,68.0,63.0,65.0,61.0,55.0,48.0,47.0,50.0,,110.0
10166,115,9,32.97808219178082,22.694018931589476,1,76,62,70,75,76,65,67,1,3,3,2,0,2,74,77,70,77,51,76,81,69,74,81,61,63,68,78,66,58,66,71,63,70,70,68,73,74,80,59,66,64,6,15,12,6,7,74.0,69.0,72.0,74.0,74.0,75.0,75.0,71.0,67.0,69.0,,750.0
10167,54,40,35.11232876712329,25.451113843690127,5,76,62,69,77,71,76,77,2,3,2,1,1,2,83,57,76,76,70,70,86,78,75,75,63,62,66,75,60,83,76,79,75,79,78,76,72,73,68,74,77,77,14,12,15,16,13,71.0,75.0,71.0,71.0,71.0,72.0,75.0,76.0,76.0,75.0,,500.0
10168,562,6,26.89041095890411,23.483476686283385,164,73,77,47,55,61,62,78,1,2,3,2,1,1,57,45,62,60,13,62,56,29,54,61,76,78,62,56,58,65,74,81,79,40,72,59,50,52,44,59,66,63,8,6,7,11,7,58.0,64.0,58.0,58.0,58.0,57.0,58.0,62.0,65.0,64.0,,67.5
10169,43,35,26.10958904109589,23.24380165289256,43,67,68,56,58,62,52,58,1,2,3,1,1,1,49,55,54,62,51,60,54,54,60,61,68,68,70,57,70,67,64,60,56,47,58,36,59,58,55,55,57,56,8,12,9,7,12,59.0,56.0,59.0,59.0,60.0,60.0,58.0,55.0,54.0,56.0,,23.0
10170,92,21,32.16986301369863,23.893258879433006,5,63,65,55,53,66,50,59,1,1,2,1,1,1,15,7,10,19,6,13,14,10,18,23,52,49,53,60,50,23,67,32,69,13,35,21,14,40,11,13,13,12,65,55,53,59,66,,,,,,,,,,,62.0,24.0
10171,637,36,26.78904109589041,20.199469763918696,14,76,81,44,57,62,64,60,1,2,3,1,1,1,63,46,51,62,35,64,37,39,58,56,80,81,63,63,75,31,56,68,56,50,61,64,60,53,48,64,68,68,8,10,8,12,8,61.0,66.0,55.0,61.0,58.0,59.0,60.0,62.0,62.0,66.0,,100.0
10172,62,22,36.02465753424657,23.449340844748207,146,76,62,44,46,53,77,77,2,2,3,1,2,1,35,29,76,58,34,50,42,36,58,54,62,62,58,70,50,65,79,65,83,60,76,76,32,28,45,77,78,77,5,5,5,5,5,48.0,67.0,53.0,48.0,50.0,49.0,54.0,67.0,75.0,67.0,,440.0
10173,637,36,35.3041095890411,21.902136102450463,36,73,69,71,70,76,52,75,1,1,2,1,1,1,26,22,34,36,24,27,23,17,46,25,50,54,53,68,44,19,68,26,75,22,33,22,11,55,26,23,22,24,69,71,70,75,76,,,,,,,,,,,73.0,240.0
10174,80,37,21.90958904109589,20.281233098972418,96,75,81,57,49,64,18,49,1,2,2,1,1,1,32,57,40,57,43,60,58,27,52,62,80,81,85,48,85,59,80,86,35,58,30,14,62,55,55,16,15,14,15,13,9,13,9,60.0,40.0,57.0,60.0,60.0,60.0,54.0,39.0,29.0,40.0,,42.5
10175,226,31,32.06027397260274,21.70138888888889,3,67,67,64,65,69,48,68,1,1,2,1,1,1,16,11,14,41,11,13,11,11,44,42,46,50,59,58,36,49,65,41,64,13,29,12,14,47,36,11,11,11,67,64,65,68,69,,,,,,,,,,,67.0,52.5
10176,224,37,28.605479452054794,22.28247738194314,96,67,52,25,31,30,58,73,1,2,2,1,1,1,23,18,74,38,24,25,26,24,33,33,53,51,33,48,33,39,71,61,88,25,49,53,22,27,39,56,59,56,9,15,9,12,7,32.0,50.0,38.0,32.0,33.0,32.0,36.0,48.0,59.0,50.0,,25.0
10177,358,25,25.013698630136986,20.305174833527428,1,75,60,48,66,67,64,60,1,2,2,1,1,2,59,40,60,73,47,66,55,47,70,71,63,58,67,60,68,59,61,59,57,47,66,63,62,67,57,63,67,65,12,10,14,6,14,62.0,64.0,58.0,62.0,62.0,64.0,66.0,66.0,64.0,64.0,,97.5
10178,561,8,26.205479452054796,23.66524436157625,147,71,84,47,52,63,25,43,1,3,3,1,1,1,55,50,40,54,45,62,49,51,48,61,88,81,73,47,81,54,45,51,41,33,37,20,52,49,52,24,25,24,12,14,9,9,14,59.0,43.0,54.0,59.0,56.0,56.0,49.0,39.0,34.0,43.0,,35.0
10179,38,16,34.21095890410959,22.460034350640772,100,61,64,35,56,57,58,65,1,2,3,1,1,1,55,33,42,59,33,55,55,32,56,56,63,64,64,55,77,36,74,78,56,36,68,61,49,56,36,64,56,59,7,12,12,6,13,53.0,60.0,47.0,53.0,51.0,54.0,56.0,60.0,58.0,60.0,,18.0
10180,404,17,31.482191780821918,22.839506172839506,90,72,65,34,62,63,71,65,1,2,3,1,1,2,71,30,64,70,23,57,49,33,59,70,61,69,68,71,66,56,75,65,63,21,67,72,42,53,46,72,71,72,14,6,6,9,9,58.0,70.0,53.0,58.0,56.0,57.0,61.0,68.0,70.0,70.0,,220.0
10181,254,31,35.35342465753425,24.0493435943866,136,64,61,65,42,60,27,76,1,2,3,1,1,1,48,64,68,35,63,61,68,63,20,65,53,67,53,55,48,70,69,70,83,64,70,29,65,54,67,23,21,16,7,16,6,11,14,58.0,41.0,63.0,58.0,60.0,55.0,48.0,40.0,43.0,41.0,,40.0
10182,88,26,37.21643835616438,22.6473769605192,64,70,79,71,63,71,35,48,1,3,2,1,1,2,58,77,53,69,69,71,64,68,59,73,81,78,62,66,84,68,56,62,41,62,44,38,74,61,73,28,36,32,12,10,8,16,11,70.0,52.0,69.0,70.0,71.0,69.0,64.0,51.0,44.0,52.0,,110.0
10183,121,29,33.298630136986304,24.074074074074073,155,72,78,68,69,73,37,70,1,3,3,1,1,2,67,68,37,70,59,75,69,68,68,70,76,79,78,70,59,73,72,74,79,66,42,48,68,68,71,29,38,34,10,6,16,8,9,71.0,55.0,68.0,71.0,70.0,71.0,67.0,57.0,48.0,55.0,,300.0
10184,495,22,22.367123287671234,21.0387902695595,146,74,55,64,49,63,24,64,1,2,3,1,1,1,22,66,69,60,57,64,51,70,40,69,55,55,58,50,38,68,69,55,74,64,47,24,53,59,55,18,17,18,12,10,11,7,12,57.0,37.0,63.0,57.0,61.0,60.0,54.0,42.0,39.0,37.0,,67.5
10185,599,35,32.78356164383562,23.939480992052093,155,72,78,70,62,71,23,66,1,3,2,1,1,1,57,69,77,67,73,70,55,34,63,71,77,78,75,68,74,73,58,70,74,67,44,16,68,66,70,19,16,15,11,13,10,13,11,69.0,46.0,71.0,69.0,70.0,69.0,62.0,46.0,40.0,46.0,,320.0
10186,8,12,34.68767123287671,23.40750912892856,34,69,66,70,66,67,58,71,1,2,3,1,1,1,61,70,43,70,68,67,50,70,74,72,69,64,57,63,66,77,57,79,69,67,70,63,73,61,62,66,54,52,8,14,10,13,12,67.0,63.0,67.0,67.0,68.0,68.0,68.0,66.0,60.0,63.0,,97.5
10187,111,37,27.339726027397262,22.491349480968857,96,73,75,38,58,62,57,51,1,2,3,1,1,2,69,45,48,63,29,59,26,27,54,56,77,73,84,58,84,28,81,79,36,29,46,51,57,57,37,64,55,62,15,6,9,9,9,60.0,62.0,51.0,60.0,55.0,58.0,57.0,57.0,55.0,62.0,,60.0
10188,245,40,25.353424657534248,27.17063156623596,106,83,84,68,64,76,29,71,1,3,3,1,1,1,73,69,64,68,55,77,56,54,55,79,80,88,73,68,57,80,82,65,84,58,45,20,72,61,68,22,33,24,8,15,14,8,10,73.0,51.0,73.0,73.0,73.0,70.0,63.0,50.0,46.0,51.0,,650.0
10189,474,11,36.61095890410959,23.924858223062383,29,67,72,49,65,67,65,75,2,2,2,2,1,2,64,47,56,68,30,67,67,66,60,67,70,73,70,69,64,63,75,75,74,43,76,67,57,65,52,65,67,59,7,7,13,14,9,64.0,66.0,60.0,64.0,63.0,64.0,65.0,67.0,67.0,66.0,,42.5
10190,563,41,41.57808219178082,19.736301088237713,111,64,37,62,56,52,27,67,1,2,3,1,1,1,49,66,76,66,56,49,43,42,39,62,31,42,30,67,52,67,65,32,80,47,79,24,67,66,68,23,20,19,12,13,10,10,9,56.0,38.0,63.0,56.0,60.0,58.0,54.0,45.0,45.0,38.0,,16.0
10191,86,14,24.27123287671233,22.460034350640772,146,68,70,41,57,60,44,52,1,2,3,1,1,2,55,31,28,61,51,56,52,41,63,61,72,68,70,55,81,54,45,63,43,46,64,40,42,53,38,47,44,55,7,9,12,7,10,55.0,54.0,48.0,55.0,53.0,55.0,55.0,53.0,47.0,54.0,,16.0
10192,553,30,24.34246575342466,22.4981738495252,75,71,66,35,48,53,62,63,1,2,3,1,2,1,35,33,55,62,28,42,48,29,58,65,69,64,70,53,64,38,66,63,65,40,56,57,24,35,32,61,68,65,13,8,14,8,10,48.0,60.0,46.0,48.0,47.0,49.0,53.0,60.0,62.0,60.0,,47.5
10193,265,9,35.24931506849315,22.545959070412763,78,88,67,48,65,63,88,79,3,2,3,1,2,1,55,42,92,79,47,53,49,51,70,76,64,70,63,85,58,67,89,67,80,43,88,88,48,52,50,87,86,89,6,8,15,5,15,61.0,79.0,64.0,61.0,62.0,63.0,69.0,80.0,86.0,79.0,,4000.0
10194,511,39,27.07123287671233,22.743383742911153,49,75,72,61,59,68,62,64,1,2,3,1,2,2,64,66,54,65,38,68,46,40,53,69,73,72,70,65,58,61,57,73,62,58,58,59,68,57,38,64,64,62,6,13,5,9,13,67.0,65.0,64.0,67.0,66.0,65.0,63.0,63.0,62.0,65.0,,110.0
10195,138,9,31.153424657534245,21.91358024691358,1,75,64,70,71,68,58,75,1,2,3,2,2,1,64,74,54,80,59,68,53,59,76,71,63,64,52,84,59,70,73,86,67,67,82,67,81,68,53,49,64,57,10,15,9,9,14,71.0,67.0,71.0,71.0,73.0,73.0,74.0,71.0,65.0,67.0,,650.0
10196,396,26,33.21369863013699,23.301094832264038,64,74,72,49,68,64,74,70,1,3,3,1,1,2,73,45,68,70,41,61,45,46,69,69,71,73,64,72,65,55,64,81,62,52,79,70,51,70,51,76,77,71,13,9,1,13,7,64.0,73.0,59.0,64.0,62.0,64.0,68.0,72.0,72.0,73.0,,430.0
10197,478,38,24.076712328767123,24.489795918367346,163,80,73,61,63,69,46,56,1,3,3,1,1,2,65,59,46,68,53,67,56,64,57,68,77,69,78,60,85,75,68,61,56,52,47,48,57,56,65,42,48,45,9,10,6,11,13,65.0,56.0,62.0,65.0,64.0,63.0,60.0,55.0,51.0,56.0,,140.0
10198,346,38,26.54794520547945,25.507492826017643,163,74,65,62,60,67,65,61,1,1,2,1,1,1,17,14,18,30,15,14,14,16,26,20,65,65,30,62,45,23,62,28,77,13,25,21,15,20,25,13,17,13,65,62,60,61,67,,,,,,,,,,,64.0,55.0
10199,245,40,23.216438356164385,25.79591836734694,111,77,67,60,39,62,21,57,1,2,3,2,0,1,25,64,47,54,36,62,48,26,24,61,66,68,68,50,66,59,69,58,65,54,33,11,65,41,62,24,17,21,12,6,12,9,8,57.0,37.0,59.0,57.0,59.0,56.0,47.0,36.0,34.0,37.0,,45.0
10200,27,40,26.55068493150685,26.592797783933516,90,86,67,50,58,55,79,83,2,2,3,1,1,1,54,47,77,62,47,48,59,60,56,66,63,71,45,74,52,56,87,72,88,49,83,76,53,57,61,78,83,78,14,14,7,9,15,57.0,72.0,61.0,57.0,58.0,58.0,62.0,72.0,78.0,72.0,,1500.0
10201,522,8,31.863013698630137,21.62964876033058,79,65,87,57,57,65,26,57,1,2,4,2,1,1,60,61,43,57,62,66,63,55,54,61,91,83,72,59,75,58,48,74,48,49,61,26,58,56,48,25,23,22,5,13,9,9,6,64.0,47.0,60.0,64.0,62.0,61.0,55.0,45.0,38.0,47.0,,57.5
10202,311,7,27.60821917808219,22.857142857142858,102,86,88,62,77,81,77,70,3,3,4,2,2,1,80,60,64,80,53,83,76,42,78,78,89,88,84,80,78,67,76,82,62,62,75,79,78,75,53,78,80,75,16,12,15,11,11,78.0,79.0,72.0,78.0,76.0,78.0,78.0,78.0,75.0,79.0,,1700.0
10203,189,41,31.276712328767122,20.745069393718044,164,72,64,73,53,66,41,68,1,2,3,2,0,1,56,77,73,54,73,61,46,32,40,70,60,68,74,73,66,72,81,77,74,61,36,42,80,67,72,39,35,26,10,8,14,11,10,66.0,52.0,71.0,66.0,69.0,65.0,60.0,51.0,50.0,52.0,,330.0
10204,359,26,33.21369863013699,22.837370242214533,64,73,83,57,72,74,43,42,1,4,2,1,0,1,76,64,49,72,65,73,74,75,62,75,86,81,74,65,88,49,46,58,34,43,39,42,64,72,74,41,44,37,13,7,8,7,14,71.0,57.0,63.0,71.0,68.0,70.0,65.0,55.0,46.0,57.0,,390.0
10205,13,20,36.1972602739726,23.24598478444632,16,64,54,37,50,43,63,65,1,2,3,1,1,1,43,33,67,59,36,31,29,30,57,56,54,54,41,60,64,49,53,54,70,31,71,62,38,47,51,64,63,59,16,15,13,10,14,45.0,58.0,48.0,45.0,46.0,47.0,52.0,60.0,63.0,58.0,,26.0
10206,130,34,24.63013698630137,21.534908398614274,30,81,87,72,63,75,35,69,1,3,4,2,2,2,66,73,68,69,67,74,63,52,48,75,87,87,80,67,78,77,71,80,70,67,52,36,74,63,64,26,33,29,16,13,8,12,9,73.0,55.0,73.0,73.0,73.0,71.0,64.0,52.0,48.0,55.0,,600.0
10207,208,36,37.846575342465755,23.355636914530994,131,68,32,64,62,61,67,61,1,2,3,1,2,1,49,57,49,67,62,59,39,60,69,61,33,31,64,69,71,85,63,50,65,70,66,73,42,65,39,70,67,68,6,12,6,14,7,56.0,60.0,58.0,56.0,58.0,60.0,63.0,67.0,65.0,60.0,,37.5
10208,167,32,29.24931506849315,21.952479338842974,132,70,79,52,63,68,32,55,1,2,4,1,1,1,70,56,34,65,45,68,61,50,61,68,80,78,63,63,74,53,52,58,58,44,42,43,53,60,54,28,32,21,6,7,14,10,9,65.0,50.0,58.0,65.0,62.0,63.0,59.0,50.0,41.0,50.0,,95.0
10209,330,10,34.673972602739724,23.29122995610499,111,63,51,58,64,57,48,67,1,2,4,1,1,2,60,52,46,66,47,54,65,65,64,63,52,51,58,56,59,63,73,73,71,66,50,46,60,66,64,47,51,48,12,7,10,9,6,58.0,54.0,57.0,58.0,59.0,60.0,62.0,57.0,53.0,54.0,,35.0
10210,115,9,32.09041095890411,22.34029706557179,1,78,72,50,66,66,78,76,1,2,4,1,2,1,69,37,69,74,53,59,58,42,71,73,71,72,69,77,68,70,82,81,76,55,68,82,55,55,54,76,78,81,8,7,11,8,9,63.0,76.0,62.0,63.0,63.0,64.0,69.0,75.0,76.0,76.0,,800.0
10211,482,29,27.56986301369863,27.744748315497425,155,78,76,36,59,73,68,65,1,2,2,1,1,2,68,33,44,64,37,75,71,41,44,71,75,76,71,66,68,44,70,82,52,34,75,66,41,55,38,71,72,73,12,5,6,7,14,62.0,70.0,52.0,62.0,58.0,60.0,61.0,66.0,66.0,70.0,,280.0
10212,300,31,21.561643835616437,23.40750912892856,111,78,75,31,42,43,54,60,1,2,2,1,1,1,45,30,50,45,23,45,32,28,40,32,76,75,62,50,50,35,59,67,58,27,54,56,54,40,31,55,54,55,6,9,5,12,5,46.0,55.0,44.0,46.0,45.0,44.0,44.0,50.0,54.0,55.0,,18.0
10213,526,23,26.991780821917807,22.720438370810918,59,72,77,60,60,73,35,46,1,3,3,1,0,1,54,63,46,64,55,73,69,49,60,69,81,73,86,61,77,56,76,53,43,58,37,30,61,59,58,25,43,37,9,6,15,12,7,67.0,50.0,61.0,67.0,65.0,66.0,60.0,49.0,43.0,50.0,,100.0
10214,44,5,32.23287671232877,21.847008520333322,34,70,72,70,56,69,23,59,1,3,3,2,1,1,59,72,70,65,70,66,33,53,47,69,73,72,78,67,74,71,76,65,57,68,53,17,71,52,64,19,16,24,8,13,15,13,9,67.0,45.0,69.0,67.0,68.0,65.0,58.0,44.0,39.0,45.0,,180.0
10215,152,32,29.356164383561644,23.629489603024574,132,76,80,49,63,64,68,72,1,2,3,1,1,2,69,41,53,64,34,62,56,41,60,66,78,81,73,68,55,61,77,84,70,53,63,71,58,63,56,70,68,71,15,15,16,8,7,64.0,71.0,59.0,64.0,62.0,63.0,64.0,68.0,68.0,71.0,,330.0
10216,517,40,28.06027397260274,22.944088878154812,136,82,76,56,72,74,78,76,2,2,3,1,2,2,77,57,66,77,37,73,64,48,68,77,78,74,72,75,65,62,70,82,73,52,75,77,65,70,54,80,80,81,11,7,6,7,14,71.0,78.0,67.0,71.0,70.0,71.0,73.0,77.0,76.0,78.0,,1300.0
10217,534,32,34.57260273972603,23.545706371191137,74,72,64,48,49,56,74,75,1,2,4,1,1,1,48,38,76,59,35,54,36,48,52,58,62,65,57,58,63,66,71,72,82,54,64,63,37,33,58,76,77,74,13,12,12,14,14,52.0,66.0,55.0,52.0,52.0,51.0,54.0,64.0,71.0,66.0,,230.0
10218,607,27,29.21095890410959,24.89814395654142,54,70,46,43,43,48,70,70,1,2,3,1,1,1,35,37,77,48,43,36,33,45,53,68,48,44,38,75,39,57,42,52,83,42,66,74,28,39,51,65,68,73,8,9,11,11,10,45.0,62.0,52.0,45.0,48.0,47.0,52.0,63.0,69.0,62.0,,160.0
10219,272,4,26.621917808219177,23.56663223140496,74,72,68,66,68,69,30,63,1,3,3,1,1,2,64,65,55,68,53,71,73,72,71,66,67,69,66,65,76,77,52,68,66,67,53,28,58,67,52,22,31,25,8,10,6,13,8,66.0,48.0,65.0,66.0,66.0,67.0,63.0,51.0,43.0,48.0,,87.5
10220,273,14,27.616438356164384,23.37472607742878,146,75,71,67,59,74,43,67,1,1,2,1,1,1,11,14,15,26,19,18,12,17,18,25,40,46,36,64,41,22,60,39,50,11,21,22,12,41,25,16,19,16,71,67,59,67,74,,,,,,,,,,,70.0,170.0
10221,296,17,28.043835616438358,21.434609346697258,116,73,78,65,65,70,45,65,1,3,3,2,1,1,70,62,41,65,69,69,71,66,62,70,80,77,78,70,73,69,47,72,60,68,71,44,62,62,57,42,48,53,11,12,15,9,8,69.0,59.0,64.0,69.0,67.0,67.0,64.0,58.0,53.0,59.0,,140.0
10222,365,10,30.55890410958904,21.561909262759926,111,65,83,45,55,70,45,60,1,3,3,2,2,2,59,46,41,54,42,68,52,52,52,65,79,86,91,59,80,50,48,79,60,34,40,50,56,55,48,36,50,53,12,10,12,9,7,62.0,58.0,56.0,62.0,59.0,60.0,57.0,54.0,50.0,58.0,,52.5
10223,528,37,23.926027397260274,22.91760977818017,96,67,51,54,34,45,21,58,1,2,3,1,0,2,28,62,47,35,31,39,38,25,28,50,50,52,51,49,50,50,62,57,70,43,29,29,51,46,58,18,12,19,13,7,7,11,11,46.0,34.0,51.0,46.0,48.0,45.0,41.0,34.0,33.0,34.0,,11.0
10224,534,32,27.991780821917807,24.87917870113529,100,75,65,29,40,42,67,77,1,2,3,1,2,1,34,23,74,52,21,34,27,23,53,52,63,66,45,61,41,39,82,71,82,32,72,71,31,24,34,65,66,65,11,11,7,10,12,42.0,62.0,46.0,42.0,42.0,42.0,48.0,61.0,68.0,62.0,,120.0
10225,331,41,28.5972602739726,22.587833094227893,111,73,92,51,63,72,63,68,1,3,3,2,1,1,68,47,52,66,51,73,62,42,60,67,93,92,80,66,75,58,63,70,69,46,65,57,60,58,65,64,69,69,16,7,8,15,9,68.0,69.0,62.0,68.0,65.0,65.0,63.0,65.0,65.0,69.0,,190.0
10226,404,17,33.19178082191781,23.722810651876106,75,74,75,69,70,79,27,62,1,4,3,1,1,1,70,66,42,70,65,81,85,69,68,77,76,75,80,72,82,75,70,65,62,77,54,31,70,69,40,23,24,23,15,7,7,12,15,74.0,50.0,69.0,74.0,73.0,73.0,67.0,52.0,42.0,50.0,,550.0
10227,3,10,23.805479452054794,20.04744562130375,111,74,68,48,59,68,51,62,1,2,3,1,1,1,44,46,42,67,37,64,39,57,64,68,69,68,84,53,84,52,72,67,54,50,72,58,54,60,43,45,54,59,9,7,10,12,12,60.0,58.0,55.0,60.0,59.0,62.0,62.0,60.0,56.0,58.0,,60.0
10228,135,15,27.734246575342464,23.948354852144938,149,69,52,38,39,32,59,75,1,2,3,0,2,1,29,30,70,50,35,21,23,21,46,42,53,52,37,62,33,50,64,51,91,43,66,56,38,34,35,57,61,52,8,6,13,14,10,39.0,52.0,47.0,39.0,41.0,40.0,45.0,54.0,62.0,52.0,,42.5
10229,544,30,21.863013698630137,21.705129432793896,75,77,71,53,64,69,51,68,1,2,3,1,1,1,62,46,58,65,38,66,60,38,62,72,69,73,75,60,70,70,74,65,72,60,62,43,37,71,50,50,54,49,8,6,5,10,14,62.0,58.0,58.0,62.0,61.0,63.0,62.0,59.0,57.0,58.0,,72.5
10230,595,41,34.31506849315068,21.798202394816208,136,74,58,65,72,65,70,77,2,3,2,1,1,2,67,62,72,76,53,60,69,53,70,72,60,57,58,76,72,70,79,80,78,67,70,72,67,75,70,71,70,65,13,13,8,10,13,67.0,70.0,68.0,67.0,68.0,69.0,72.0,73.0,72.0,70.0,,420.0
10231,366,38,28.28219178082192,22.587833094227893,1,81,68,62,69,76,71,76,1,3,4,1,1,1,46,53,51,80,54,74,61,68,77,80,69,67,77,69,68,74,73,82,75,69,70,72,62,70,68,70,77,71,6,7,9,10,11,68.0,70.0,66.0,68.0,70.0,72.0,75.0,75.0,71.0,70.0,,850.0
10232,266,24,27.268493150684932,23.18339100346021,51,68,82,54,55,61,26,55,1,3,3,2,1,1,54,59,44,58,55,61,49,39,53,55,83,81,75,58,81,56,59,62,57,41,38,24,57,60,51,25,23,26,11,11,12,11,15,61.0,45.0,58.0,61.0,59.0,59.0,53.0,43.0,37.0,45.0,,35.0
10233,140,27,33.21369863013699,22.790357925493062,54,64,65,41,47,49,69,70,1,2,3,1,1,1,48,36,71,55,39,41,39,36,45,54,59,69,58,64,66,51,78,64,75,40,61,63,47,40,41,70,71,66,9,13,9,8,8,50.0,63.0,52.0,50.0,50.0,49.0,52.0,61.0,67.0,63.0,,35.0
10234,215,7,26.92876712328767,22.408786769347305,33,82,84,40,60,75,71,71,1,2,3,2,1,1,73,31,59,66,35,74,59,29,58,75,82,85,80,76,83,58,72,86,62,36,74,73,66,45,40,69,74,75,11,6,11,12,12,67.0,75.0,60.0,67.0,64.0,64.0,65.0,70.0,70.0,75.0,,900.0
10235,15,16,30.27123287671233,22.790357925493062,106,68,75,59,55,65,36,71,1,2,3,1,1,1,52,65,60,58,51,64,47,40,54,66,74,76,70,58,65,56,61,54,85,55,59,34,62,60,46,35,32,29,8,7,10,14,6,63.0,48.0,64.0,63.0,63.0,62.0,57.0,49.0,48.0,48.0,,67.5
10236,32,15,30.895890410958906,22.093170054286077,83,71,76,57,65,67,67,73,1,2,3,1,1,1,64,56,73,69,53,64,59,52,65,70,76,76,72,67,74,65,85,81,69,54,70,57,68,65,43,68,70,67,13,9,7,8,12,67.0,69.0,66.0,67.0,66.0,66.0,67.0,67.0,68.0,69.0,,160.0
10237,377,20,31.802739726027397,23.198315069747565,90,60,67,35,51,56,58,62,1,2,3,2,1,2,56,29,53,57,29,57,35,30,48,50,68,66,64,57,67,45,57,62,63,35,59,59,49,47,39,55,61,59,7,7,9,11,12,52.0,59.0,49.0,52.0,50.0,51.0,52.0,56.0,58.0,59.0,,17.0
10238,134,3,35.035616438356165,23.483476686283385,52,68,61,44,54,51,65,76,1,2,2,1,1,1,44,32,65,62,31,40,25,27,63,62,60,61,61,65,56,67,70,70,82,52,70,64,44,57,34,66,66,64,16,13,6,10,10,52.0,62.0,54.0,52.0,53.0,54.0,59.0,65.0,67.0,62.0,,60.0
10239,173,40,31.92876712328767,20.745069393718044,111,74,63,65,73,67,71,75,1,2,3,1,1,1,70,63,65,77,69,64,67,61,73,72,63,63,69,73,66,67,89,84,68,70,78,72,66,71,44,69,74,69,11,15,8,13,10,68.0,71.0,67.0,68.0,68.0,70.0,73.0,74.0,72.0,71.0,,550.0
10240,337,7,30.03287671232877,23.16337327347079,43,80,76,76,69,74,39,80,3,3,4,2,1,1,69,75,82,71,80,74,70,45,67,77,75,77,76,79,51,78,70,81,81,69,80,41,82,71,87,29,36,28,7,11,13,14,10,75.0,57.0,77.0,75.0,76.0,74.0,70.0,59.0,54.0,57.0,,1250.0
10241,625,15,34.05205479452055,23.040020199469765,149,74,69,65,70,72,62,72,2,3,4,1,2,1,67,60,71,77,65,70,55,54,70,73,66,71,73,76,74,74,80,90,61,65,76,74,70,69,64,56,61,54,9,14,6,12,6,70.0,69.0,69.0,70.0,70.0,71.0,73.0,70.0,66.0,69.0,,500.0
10242,446,18,26.383561643835616,24.453568409612366,65,65,77,55,46,61,33,67,1,2,3,2,1,1,41,60,52,51,45,59,46,49,41,60,76,78,72,56,64,52,68,65,78,50,44,33,60,46,46,25,34,30,8,9,6,12,12,58.0,46.0,59.0,58.0,58.0,56.0,51.0,45.0,44.0,46.0,,28.0
10243,537,31,23.252054794520546,22.839506172839506,111,70,65,54,41,55,18,62,1,2,3,1,1,1,38,56,53,45,54,51,42,33,41,55,68,63,68,50,67,55,68,60,68,44,46,15,59,41,63,13,16,11,6,10,8,12,8,53.0,35.0,56.0,53.0,53.0,51.0,45.0,35.0,33.0,35.0,,20.0
